index,ITEST_id,AveCorrect,skill,problemId,attemptCount,correct,consecutiveErrorsInRow,hint,hintCount,hintTotal,frIsHelpRequest,totalFrPercentPastWrong,frPast5WrongCount,frPast8WrongCount,RES_FRUSTRATED,res_level,label
64043,898,0.316353887,subtraction,104051377,1,1,0,0,0,0,1,0.4,3,3,0.0,0,0.0
64044,898,0.316353887,subtraction,104051378,1,0,0,0,0,0,1,0.36363637,2,3,0.0,0,0.0
64045,898,0.316353887,subtraction,104051378,2,0,0,0,0,0,0,0.36363637,2,3,0.0,1,0.0
64046,898,0.316353887,subtraction,104051378,3,0,0,0,0,0,0,0.36363637,2,3,0.0,1,0.0
64047,898,0.316353887,subtraction,104051378,4,1,0,0,0,0,0,0.36363637,2,3,0.0,1,0.0
64049,898,0.316353887,substitution,104051408,1,1,0,0,0,0,0,0.2,1,2,0.009561398,0,0.0
64050,898,0.316353887,substitution,104051305,1,1,0,0,0,0,0,0.18181819,1,2,0.009561398,1,0.0
64051,898,0.316353887,substitution,104051305,2,1,0,0,0,0,0,0.18181819,1,2,0.009561398,1,0.0
64053,898,0.316353887,substitution,104051313,1,0,0,0,0,0,1,0.23076923,1,2,0.0,0,0.0
64054,898,0.316353887,substitution,104051313,2,1,0,0,0,0,0,0.23076923,1,2,0.0,0,0.0
64071,898,0.316353887,pattern-finding,104051413,1,1,0,0,0,0,0,0.071428575,0,1,0.009561398,0,0.0
64108,898,0.316353887,pattern-finding,104050949,1,1,0,0,0,0,1,0.11764706,1,1,0.009561398,0,0.0
64109,898,0.316353887,pattern-finding,104050950,1,1,0,0,0,0,1,0.11111111,1,1,0.009561398,0,0.0
64113,898,0.316353887,pattern-finding,104050952,1,1,0,0,0,0,1,0.1,1,1,0.009561398,0,0.0
64114,898,0.316353887,fractions,104050685,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
64115,898,0.316353887,reading-graph,104050686,1,1,0,0,0,0,1,0.25,1,2,0.0,0,0.0
64125,898,0.316353887,reading-graph,104050691,1,0,0,0,0,0,1,0.22222222,1,2,0.0,0,0.0
64126,898,0.316353887,reading-graph,104050691,2,1,0,0,0,0,0,0.22222222,1,2,0.0,1,0.0
64127,898,0.316353887,reading-graph,104050692,1,1,0,0,0,0,1,0.2,1,2,0.009561398,0,0.0
64128,898,0.316353887,reading-graph,104050693,1,1,0,0,0,0,1,0.18181819,0,1,0.009561398,0,0.0
64129,898,0.316353887,fractions,104050694,1,0,0,1,1,2,1,0.5,1,1,0.0,-1,0.0
64130,898,0.316353887,fractions,104050694,2,0,0,1,2,2,0,0.5,1,1,0.0,-2,0.0
64131,898,0.316353887,fractions,104050694,3,1,0,0,2,2,0,0.5,1,1,0.0,1,0.0
64132,898,0.316353887,reading-graph,104050695,1,1,0,0,0,0,1,0.16666667,0,1,0.009561398,0,0.0
64133,898,0.316353887,reading-graph,104050696,1,1,0,0,0,0,1,0.15384616,0,1,0.009561398,0,0.0
64134,898,0.316353887,reading-graph,104050697,1,0,0,0,0,0,1,0.14285715,0,0,0.0,0,0.0
64135,898,0.316353887,reading-graph,104050697,2,1,0,0,0,0,0,0.14285715,0,0,0.0,1,0.0
64136,898,0.316353887,fractions,104050687,1,0,0,1,1,2,1,0.33333334,1,1,0.0,-1,0.0
64137,898,0.316353887,fractions,104050687,2,0,0,1,2,2,0,0.33333334,1,1,0.0,-2,0.0
64138,898,0.316353887,fractions,104050687,3,1,0,0,2,2,0,0.33333334,1,1,0.0,1,0.0
64139,898,0.316353887,reading-graph,104050688,1,1,0,0,0,0,1,0.13333334,0,0,0.0,0,0.0
64140,898,0.316353887,reading-graph,104050689,1,1,0,0,0,0,1,0.125,0,0,0.009561398,0,0.0
64141,898,0.316353887,probability,104050763,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
64142,898,0.316353887,equivalent-fractions-decimals-percents,104050772,1,0,0,0,0,0,0,0.16666667,1,1,0.65971998,1,0.0
64147,898,0.316353887,probability,104050775,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64148,898,0.316353887,inducing-functions,104050705,1,0,0,0,0,0,0,0.2,1,1,0.65971998,-3,0.0
64152,898,0.316353887,inducing-functions,104050713,1,0,0,0,0,0,1,0.25,1,2,0.0,0,0.0
64153,898,0.316353887,inducing-functions,104050713,2,1,0,0,0,0,0,0.25,1,2,0.0,1,0.0
64157,898,0.316353887,inducing-functions,104050715,1,0,0,0,0,0,1,0.21428572,1,1,0.0,0,0.0
64158,898,0.316353887,inducing-functions,104050715,2,1,0,0,0,0,0,0.21428572,1,1,0.0,1,0.0
64159,898,0.316353887,inducing-functions,104050716,1,0,0,0,0,0,1,0.2,1,1,0.0,0,0.0
64160,898,0.316353887,inducing-functions,104050716,2,1,0,0,0,0,0,0.2,1,1,0.0,1,0.0
64164,898,0.316353887,inducing-functions,104050718,1,1,0,0,0,0,1,0.1764706,0,1,0.0,0,0.0
64165,898,0.316353887,inducing-functions,104050719,1,0,0,0,0,0,1,0.16666667,0,1,0.0,0,0.0
64166,898,0.316353887,inducing-functions,104050719,2,1,0,0,0,0,0,0.16666667,0,1,0.0,1,0.0
64170,898,0.316353887,inducing-functions,104050707,1,0,0,0,0,0,1,0.15,0,0,0.0,0,0.0
64171,898,0.316353887,inducing-functions,104050707,2,1,0,0,0,0,0,0.15,0,0,0.0,1,0.0
64175,898,0.316353887,inducing-functions,104050709,1,1,0,0,0,0,1,0.13636364,0,0,0.0,0,0.0
64179,898,0.316353887,inducing-functions,104050711,1,1,0,0,0,0,1,0.125,0,0,0.009561398,0,0.0
64180,898,0.316353887,inducing-functions,104050712,1,1,0,0,0,0,1,0.12,0,0,0.009561398,1,0.0
64181,898,0.316353887,equation-concept,104051044,1,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
64184,898,0.316353887,symbolization-articulation,104050945,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
64185,898,0.316353887,symbolization-articulation,104050946,1,0,0,0,0,0,1,1.0,1,1,0.0,0,0.0
64186,898,0.316353887,symbolization-articulation,104050946,2,0,0,0,0,0,0,1.0,1,1,0.0,0,0.0
64187,898,0.316353887,symbolization-articulation,104050946,3,1,0,0,0,0,0,1.0,1,1,0.0,1,0.0
64197,898,0.316353887,inducing-functions,104050724,1,1,0,0,0,0,0,0.115384616,0,0,0.009561398,0,0.0
64206,898,0.316353887,subtraction,104050701,1,0,0,1,1,3,1,0.33333334,1,3,0.0,-1,0.0
64207,898,0.316353887,subtraction,104050701,2,0,0,1,2,3,0,0.33333334,1,3,0.0,-2,0.0
64208,898,0.316353887,subtraction,104050701,3,0,0,1,3,3,0,0.33333334,1,3,0.0,-3,0.0
64209,898,0.316353887,subtraction,104050701,4,1,0,0,3,3,0,0.33333334,1,3,0.0,0,0.0
64231,898,0.316353887,proportion,104050722,1,1,0,0,0,0,0,0.5,2,2,0.009561398,0,0.0
64232,898,0.316353887,equation-solving,104050997,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
64238,898,0.316353887,discount,104050728,1,1,0,0,0,0,0,0.33333334,1,1,0.009561398,0,0.0
64239,898,0.316353887,multiplying-decimals,104050725,1,0,0,0,0,0,0,0.2857143,1,2,0.65971998,0,0.0
64243,898,0.316353887,multiplying-decimals,104050727,1,1,0,0,0,0,1,0.33333334,2,3,0.0,0,0.0
64259,898,0.316353887,equation-solving,104050973,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
64260,898,0.316353887,equation-solving,104050973,2,0,1,0,0,0,0,0.0,0,0,0.65971998,0,0.0
64261,898,0.316353887,equation-solving,104050973,3,1,0,0,0,0,0,0.0,0,0,0.65971998,1,0.0
64263,898,0.316353887,linear-area-volume-conversion,104050867,1,0,0,0,0,0,1,0.5,2,2,0.0,0,0.0
64264,898,0.316353887,linear-area-volume-conversion,104050867,2,1,0,0,0,0,0,0.5,2,2,0.0,0,0.0
64272,898,0.316353887,fraction-division,104050913,1,0,0,0,0,0,0,1.0,1,1,0.0,1,0.0
64273,898,0.316353887,fraction-division,104050914,1,0,0,0,0,0,1,1.0,2,2,0.0,0,0.0
64274,898,0.316353887,fraction-division,104050914,2,1,0,0,0,0,0,1.0,2,2,0.0,0,0.0
64275,898,0.316353887,fraction-division,104050915,1,0,0,0,0,0,1,0.6666667,2,2,0.0,0,0.0
64276,898,0.316353887,fraction-division,104050915,2,0,0,0,0,0,0,0.6666667,2,2,0.0,0,0.0
64277,898,0.316353887,fraction-division,104050915,3,1,0,0,0,0,0,0.6666667,2,2,0.0,1,0.0
64278,898,0.316353887,fraction-division,104050916,1,0,0,0,0,0,1,0.5,2,2,0.0,0,0.0
64279,898,0.316353887,fraction-division,104050916,2,0,0,0,0,0,0,0.5,2,2,0.0,0,0.0
64280,898,0.316353887,fraction-division,104050916,3,1,0,0,0,0,0,0.5,2,2,0.0,1,0.0
64281,898,0.316353887,scientific-notation,104050843,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
64284,898,0.316353887,scientific-notation,104050845,1,0,0,1,1,1,1,0.5,1,1,0.0,-1,0.0
64285,898,0.316353887,scientific-notation,104050845,2,1,0,0,1,1,0,0.5,1,1,0.0,1,0.0
64286,898,0.316353887,scientific-notation,104050846,1,0,0,1,1,1,1,0.33333334,1,1,0.0,-1,0.0
64287,898,0.316353887,scientific-notation,104050846,2,1,0,0,1,1,0,0.33333334,1,1,1.0,1,0.0
64288,898,0.316353887,graph interpretation,104050195,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
64307,898,0.316353887,interpreting-numberline,104050201,1,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0
64311,898,0.316353887,interpreting-numberline,104050197,1,0,0,0,0,0,0,0.33333334,1,1,0.65971998,1,0.0
64318,898,0.316353887,interpreting-numberline,104050200,1,1,0,0,0,0,1,0.33333334,1,2,0.009561398,0,0.0
64349,898,0.316353887,interpreting-numberline,104050232,1,1,0,0,0,0,1,0.33333334,1,2,0.009561398,0,0.0
64362,898,0.316353887,number-line,104050350,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64363,898,0.316353887,number-line,104050351,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64365,898,0.316353887,number-line,104050353,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64366,898,0.316353887,number-line,104050354,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64367,898,0.316353887,number-line,104050355,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
64390,898,0.316353887,inequality-solving,104050369,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
64395,898,0.316353887,proportion,104051421,1,1,0,0,0,0,0,0.4,2,2,0.009561398,1,0.0
64396,898,0.316353887,proportion,104050546,1,1,0,0,0,0,0,0.33333334,1,2,0.009561398,1,0.0
64397,898,0.316353887,reading-graph,104051015,1,1,0,0,0,0,0,0.11764706,0,0,0.009561398,1,0.0
64398,898,0.316353887,interpreting-linear-equations,104051019,1,1,0,0,0,0,0,0.14285715,0,1,0.009561398,0,0.0
64399,898,0.316353887,interpreting-linear-equations,104051025,1,0,0,1,1,1,1,0.125,0,1,0.0,1,0.0
64420,898,0.316353887,interpreting-linear-equations,104051001,1,0,0,0,0,0,0,0.125,1,1,0.65971998,1,0.0
64433,898,0.316353887,graph-shape,104051020,1,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
64434,898,0.316353887,point-plotting,104051012,1,1,0,0,0,0,0,0.16666667,0,2,0.009561398,1,0.0
64435,898,0.316353887,evaluating-functions,104051038,1,1,0,0,0,0,0,0.45454547,1,2,0.009561398,1,0.0
68719,998,0.341341341,supplementary-angles,104051134,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,0.0
68721,998,0.341341341,pythagorean-theorem,104051178,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
68722,998,0.341341341,pythagorean-theorem,104051178,2,1,0,0,1,1,0,0.0,0,0,0.0,0,0.0
68723,998,0.341341341,pythagorean-theorem,104051179,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
68737,998,0.341341341,triangle-inequality,104051212,1,0,0,0,0,0,0,0.0,0,0,0.586453947,1,0.0
68753,998,0.341341341,point-plotting,104051061,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68755,998,0.341341341,properties-of-geometric-figures,104051429,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
68756,998,0.341341341,properties-of-geometric-figures,104051429,2,0,0,0,1,2,0,0.0,0,0,0.0,0,0.0
68757,998,0.341341341,properties-of-geometric-figures,104051429,3,0,0,1,2,2,0,0.0,0,0,0.0,1,0.0
68758,998,0.341341341,properties-of-geometric-figures,104051429,4,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68767,998,0.341341341,square-root,104051166,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
68775,998,0.341341341,square-root,104051169,1,0,0,1,1,2,1,0.0,0,0,0.0,0,0.0
68776,998,0.341341341,square-root,104051169,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
68777,998,0.341341341,square-root,104051169,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68778,998,0.341341341,square-root,104051170,1,0,0,1,1,2,1,0.0,0,0,0.0,0,0.0
68779,998,0.341341341,square-root,104051170,2,0,0,1,2,2,0,0.0,0,0,0.0,1,0.0
68780,998,0.341341341,square-root,104051170,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68781,998,0.341341341,square-root,104051171,1,0,0,1,1,2,1,0.0,0,0,0.0,0,0.0
68782,998,0.341341341,square-root,104051171,2,0,0,1,2,2,0,0.0,0,0,0.0,1,0.0
68783,998,0.341341341,square-root,104051171,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68784,998,0.341341341,square-root,104051172,1,0,0,1,1,2,1,0.0,0,0,0.0,1,0.0
68785,998,0.341341341,square-root,104051172,2,0,0,1,2,2,0,0.0,0,0,0.0,1,0.0
68786,998,0.341341341,square-root,104051172,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68787,998,0.341341341,square-root,104051173,1,0,0,1,1,6,1,0.0,0,0,0.0,-1,0.0
68788,998,0.341341341,square-root,104051173,2,0,0,1,2,6,0,0.0,0,0,0.0,-2,0.0
68789,998,0.341341341,square-root,104051173,3,0,0,1,3,6,0,0.0,0,0,0.0,0,0.0
68790,998,0.341341341,square-root,104051173,4,0,0,0,3,6,0,0.0,0,0,0.0,1,0.0
68791,998,0.341341341,square-root,104051173,5,0,0,1,4,6,0,0.0,0,0,0.0,1,0.0
68792,998,0.341341341,square-root,104051173,6,0,0,1,5,6,0,0.0,0,0,0.0,1,0.0
68793,998,0.341341341,square-root,104051173,7,0,0,1,6,6,0,0.0,0,0,0.0,1,0.0
68794,998,0.341341341,square-root,104051173,8,0,0,0,6,6,0,0.0,0,0,0.0,1,0.0
68795,998,0.341341341,square-root,104051173,9,0,0,0,6,6,0,0.0,0,0,0.586453947,1,0.0
68796,998,0.341341341,square-root,104051173,10,0,0,0,6,6,0,0.0,0,0,0.586453947,1,0.0
68797,998,0.341341341,square-root,104051173,11,1,0,0,6,6,0,0.0,0,0,0.586453947,1,0.0
68799,998,0.341341341,discount,104051198,1,0,0,0,0,0,1,0.0,0,0,0.586453947,0,0.0
68800,998,0.341341341,discount,104051198,2,0,0,0,0,0,0,0.0,0,0,0.586453947,0,0.0
68801,998,0.341341341,discount,104051198,3,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
68817,998,0.341341341,interpreting-linear-equations,104051078,1,0,0,1,1,3,1,0.0,0,0,0.0,-1,0.0
68818,998,0.341341341,interpreting-linear-equations,104051078,2,0,0,1,2,3,0,0.0,0,0,1.0,0,0.0
68819,998,0.341341341,interpreting-linear-equations,104051078,3,0,0,1,3,3,0,0.0,0,0,1.0,1,0.0
68820,998,0.341341341,interpreting-linear-equations,104051078,4,1,0,0,3,3,0,0.0,0,0,1.0,1,0.0
68833,998,0.341341341,interpreting-linear-equations,104051082,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
68834,998,0.341341341,interpreting-linear-equations,104051082,2,0,0,1,2,3,0,0.0,0,0,0.0,1,0.0
68835,998,0.341341341,interpreting-linear-equations,104051082,3,0,0,1,3,3,0,0.0,0,0,0.0,1,0.0
68836,998,0.341341341,interpreting-linear-equations,104051082,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
68870,998,0.341341341,equation-solving,104051263,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
68871,998,0.341341341,percents,104051264,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
68872,998,0.341341341,percents,104051264,2,1,0,0,1,1,0,0.0,0,0,0.0,0,0.0
68873,998,0.341341341,percents,104051265,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
68874,998,0.341341341,percents,104051265,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68875,998,0.341341341,percents,104051265,3,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68880,998,0.341341341,pattern-finding,104051249,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
68881,998,0.341341341,pattern-finding,104051250,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,1.0
68882,998,0.341341341,pattern-finding,104051250,2,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
68883,998,0.341341341,pattern-finding,104051251,1,1,0,0,0,0,1,0.0,0,0,0.0,1,0.0
68884,998,0.341341341,pattern-finding,104051252,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
68885,998,0.341341341,pattern-finding,104051252,2,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
68886,998,0.341341341,pattern-finding,104051252,3,0,0,1,3,3,0,0.0,0,0,0.0,1,0.0
68887,998,0.341341341,pattern-finding,104051252,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
68888,998,0.341341341,pattern-finding,104051253,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
68889,998,0.341341341,pattern-finding,104051253,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
68890,998,0.341341341,pattern-finding,104051253,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
68894,998,0.341341341,pattern-finding,104051255,1,0,0,0,0,0,1,0.0,1,1,0.0,0,0.0
68895,998,0.341341341,pattern-finding,104051255,2,0,0,0,0,0,0,0.0,1,1,0.0,0,0.0
68896,998,0.341341341,pattern-finding,104051255,3,0,0,0,0,0,0,0.0,1,1,0.0,1,1.0
68897,998,0.341341341,pattern-finding,104051255,4,1,0,0,0,0,0,0.0,1,1,0.0,1,1.0
68898,998,0.341341341,pattern-finding,104051256,1,0,0,1,1,3,1,0.0,1,1,0.0,-1,1.0
68899,998,0.341341341,pattern-finding,104051256,2,0,0,1,2,3,0,0.0,1,1,0.0,-2,1.0
68900,998,0.341341341,pattern-finding,104051256,3,0,0,1,3,3,0,0.0,1,1,0.0,0,0.0
68901,998,0.341341341,pattern-finding,104051256,4,1,0,0,3,3,0,0.0,1,1,0.0,1,0.0
68903,998,0.341341341,of-means-multiply,104051103,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
68904,998,0.341341341,of-means-multiply,104051103,2,0,0,0,1,1,0,0.0,0,0,0.0,-1,0.0
68905,998,0.341341341,of-means-multiply,104051103,3,0,0,0,1,1,0,0.0,0,0,0.0,1,0.0
68906,998,0.341341341,of-means-multiply,104051103,4,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
68907,998,0.341341341,equivalent-fractions-decimals-percents,104051104,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
68908,998,0.341341341,equivalent-fractions-decimals-percents,104051104,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68909,998,0.341341341,equivalent-fractions-decimals-percents,104051104,3,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68910,998,0.341341341,equivalent-fractions-decimals-percents,104051104,4,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
68916,998,0.341341341,equivalent-fractions-decimals-percents,104051106,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68917,998,0.341341341,equivalent-fractions-decimals-percents,104051106,2,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0
68918,998,0.341341341,equivalent-fractions-decimals-percents,104051106,3,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0
68919,998,0.341341341,equivalent-fractions-decimals-percents,104051106,4,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
68921,998,0.341341341,percents,104051141,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
68970,998,0.341341341,pattern-finding,104051191,1,0,0,0,0,1,1,0.11111111,2,2,0.0,0,0.0
68971,998,0.341341341,pattern-finding,104051191,2,0,0,0,0,1,0,0.11111111,2,2,0.0,0,0.0
68972,998,0.341341341,pattern-finding,104051191,3,0,0,1,1,1,0,0.11111111,2,2,0.0,1,0.0
68973,998,0.341341341,pattern-finding,104051191,4,1,0,0,1,1,0,0.11111111,2,2,0.0,1,0.0
68974,998,0.341341341,pattern-finding,104051192,1,1,0,0,0,0,1,0.1,2,2,0.009561398,0,0.0
68975,998,0.341341341,pattern-finding,104051193,1,1,0,0,0,0,1,0.09090909,1,2,0.009561398,0,0.0
68976,998,0.341341341,pattern-finding,104051194,1,1,0,0,0,0,1,0.083333336,1,2,0.009561398,0,0.0
68988,998,0.341341341,square-root,104051066,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
68990,998,0.341341341,multiplying-decimals,104051114,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
68991,998,0.341341341,multiplying-decimals,104051114,2,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
68992,998,0.341341341,multiplying-decimals,104051114,3,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
68998,998,0.341341341,multiplying-decimals,104051117,1,0,0,0,0,0,0,0.25,1,1,0.65971998,0,0.0
68999,998,0.341341341,multiplying-decimals,104051117,2,0,1,0,0,0,0,0.25,1,1,0.65971998,0,0.0
69000,998,0.341341341,multiplying-decimals,104051117,3,0,2,0,0,0,0,0.25,1,1,0.0,0,1.0
69001,998,0.341341341,multiplying-decimals,104051117,4,1,0,0,0,0,0,0.25,1,1,0.0,1,1.0
69023,998,0.341341341,perimeter,104051206,1,1,0,0,0,0,1,0.5,1,1,0.009561398,0,1.0
69037,998,0.341341341,inducing-functions,104051248,1,1,0,0,0,0,1,0.25,1,1,0.009561398,0,0.0
69041,998,0.341341341,isosceles-triangle,104051125,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
69042,998,0.341341341,isosceles-triangle,104051125,2,1,0,0,0,0,0,0.0,0,0,0.0,0,1.0
69047,998,0.341341341,multiplication,104051127,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
69070,998,0.341341341,probability,104050817,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
69071,998,0.341341341,probability,104050817,2,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
69072,998,0.341341341,probability,104050739,1,1,0,0,0,0,0,1.0,1,1,0.009561398,1,0.0
69081,998,0.341341341,least-common-multiple,104050842,1,1,0,0,0,0,1,0.0,0,0,0.009561398,0,1.0
69084,998,0.341341341,equivalent-fractions-decimals-percents,104050776,1,1,0,0,0,0,0,0.33333334,1,1,0.009561398,0,1.0
69086,998,0.341341341,probability,104050767,1,0,0,0,0,0,0,0.5,2,2,0.65971998,0,0.0
69087,998,0.341341341,probability,104050767,2,0,1,0,0,0,0,0.5,2,2,0.65971998,1,0.0
69088,998,0.341341341,probability,104050767,3,0,2,0,0,0,0,0.5,2,2,0.768900735,1,0.0
69089,998,0.341341341,probability,104050767,4,0,3,0,0,0,0,0.5,2,2,0.768900735,1,0.0
69090,998,0.341341341,probability,104050767,5,1,0,0,0,0,0,0.5,2,2,0.768900735,1,0.0
69091,998,0.341341341,probability,104050748,1,0,0,0,0,0,0,0.6,3,3,0.768900735,1,0.0
69095,998,0.341341341,probability,104050750,1,0,0,0,0,0,1,0.5714286,3,4,0.0,0,1.0
69096,998,0.341341341,probability,104050750,2,0,0,0,0,0,0,0.5714286,3,4,0.0,0,0.0
69097,998,0.341341341,probability,104050750,3,0,0,0,0,0,0,0.5714286,3,4,0.0,0,1.0
69098,998,0.341341341,probability,104050750,4,1,0,0,0,0,0,0.5714286,3,4,0.0,1,1.0
69102,998,0.341341341,probability,104050785,1,1,0,0,0,0,0,0.5,2,4,0.0,0,0.0
69116,998,0.341341341,probability,104050780,1,0,0,0,0,0,0,0.4375,2,3,0.957296875,0,0.0
69117,998,0.341341341,probability,104050780,2,1,0,0,0,0,0,0.4375,2,3,0.957296875,1,0.0
69118,998,0.341341341,probability,104050763,1,0,0,0,0,0,0,0.47058824,2,4,0.957296875,0,0.0
69119,998,0.341341341,probability,104050763,2,0,1,0,0,0,0,0.47058824,2,4,0.957296875,0,0.0
69120,998,0.341341341,probability,104050763,3,0,2,0,0,0,0,0.47058824,2,4,0.957296875,1,0.0
69121,998,0.341341341,probability,104050763,4,0,3,0,0,0,0,0.47058824,2,4,0.957296875,1,0.0
69122,998,0.341341341,probability,104050763,5,1,0,0,0,0,0,0.47058824,2,4,0.957296875,1,0.0
69140,998,0.341341341,probability,104050753,1,1,0,0,0,0,0,0.5,2,4,0.0,0,0.0
69141,998,0.341341341,probability,104050789,1,0,0,0,0,0,0,0.47368422,2,4,0.0,0,0.0
69142,998,0.341341341,probability,104050789,2,0,1,0,0,0,0,0.47368422,2,4,0.0,0,0.0
69143,998,0.341341341,probability,104050789,3,1,0,0,0,0,0,0.47368422,2,4,0.0,1,0.0
69144,998,0.341341341,probability,104050735,1,1,0,0,0,0,0,0.5,3,4,0.877228516,1,0.0
69145,998,0.341341341,equivalent-fractions-decimals-percents,104050772,1,0,0,0,0,0,0,0.25,1,1,0.9244483170000001,1,0.0
69146,998,0.341341341,equivalent-fractions-decimals-percents,104050772,2,0,1,0,0,0,0,0.25,1,1,0.9244483170000001,1,0.0
69147,998,0.341341341,equivalent-fractions-decimals-percents,104050772,3,0,2,0,0,0,0,0.25,1,1,0.9244483170000001,1,0.0
69148,998,0.341341341,equivalent-fractions-decimals-percents,104050772,4,0,3,0,0,0,0,0.25,1,1,0.9244483170000001,1,0.0
69149,998,0.341341341,equivalent-fractions-decimals-percents,104050772,5,1,0,0,0,0,0,0.25,1,1,0.9244483170000001,1,0.0
69156,998,0.341341341,least-common-multiple,104050838,1,0,0,0,0,3,1,0.0,0,0,0.0,0,0.0
69157,998,0.341341341,least-common-multiple,104050838,2,0,0,1,1,3,0,0.0,0,0,0.0,0,0.0
69158,998,0.341341341,least-common-multiple,104050838,3,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
69159,998,0.341341341,least-common-multiple,104050838,4,0,0,1,3,3,0,0.0,0,0,0.0,1,0.0
69160,998,0.341341341,least-common-multiple,104050838,5,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
69161,998,0.341341341,probability,104050812,1,0,0,0,0,0,0,0.45454547,2,3,0.0,0,0.0
69162,998,0.341341341,probability,104050812,2,0,1,0,0,0,0,0.45454547,2,3,0.957296875,0,0.0
69163,998,0.341341341,probability,104050812,3,0,2,0,0,0,0,0.45454547,2,3,0.957296875,1,0.0
69164,998,0.341341341,probability,104050812,4,1,0,0,0,0,0,0.45454547,2,3,0.877228516,1,0.0
69178,998,0.341341341,multiplying-decimals,104051160,1,0,0,0,0,0,0,0.4,2,2,0.65971998,0,0.0
69179,998,0.341341341,multiplying-decimals,104051161,1,1,0,0,0,0,1,0.5,3,3,0.009561398,0,0.0
